177,22	81,92
177,44	81,92
177,66	81,92
177,88	133,12
178,10	106,49
178,32	126,97
178,54	180,22
178,76	143,36
178,98	167,93
179,20	143,36
179,42	81,92
179,64	149,50
179,86	204,80
180,08	67,58
180,30	94,21
180,52	90,11
180,74	167,93
180,96	194,56
181,18	69,63
181,40	145,41
181,61	139,26
181,83	112,64
182,05	61,44
182,27	129,02
182,49	155,65
182,71	169,98
182,93	94,21
183,15	129,02
183,37	159,74
183,59	131,07
183,81	225,28
184,03	147,45
184,25	133,12
184,47	141,31
184,69	235,52
184,90	223,23
185,12	100,35
185,34	92,16
185,56	147,45
185,78	55,30
186,00	59,39
186,22	212,99
186,44	227,32
186,66	159,74
186,88	106,49
187,10	65,53
187,32	227,32
187,53	135,17
187,75	188,41
187,97	221,18
188,19	122,88
188,41	137,21
188,63	163,84
188,85	122,88
189,07	249,85
189,29	180,22
189,51	161,79
189,73	169,98
189,94	96,25
190,16	149,50
190,38	112,64
190,60	124,93
190,82	36,86
191,04	92,16
191,26	161,79
191,48	92,16
191,70	190,46
191,92	94,21
192,13	133,12
192,35	161,79
192,57	110,59
192,79	208,89
193,01	204,80
193,23	77,82
193,45	124,93
193,67	126,97
193,89	155,65
194,10	260,09
194,32	83,97
194,54	98,30
194,76	208,89
194,98	88,06
195,20	184,32
195,42	153,60
195,64	124,93
195,85	219,13
196,07	86,01
196,29	43,01
196,51	219,13
196,73	145,41
196,95	86,01
197,17	135,17
197,39	167,93
197,60	264,19
197,82	137,21
198,04	22,53
198,26	75,77
198,48	126,97
198,70	122,88
198,92	120,83
199,13	167,93
199,35	210,94
199,57	147,45
199,79	96,25
200,01	43,01
200,23	120,83
200,45	172,03
200,66	204,80
200,88	98,30
201,10	104,45
201,32	188,41
201,54	208,89
201,76	135,17
201,98	77,82
202,19	133,12
202,41	120,83
202,63	182,27
202,85	198,65
203,07	180,22
203,29	100,35
203,50	61,44
203,72	28,67
203,94	235,52
204,16	139,26
204,38	174,08
204,60	75,77
204,81	106,49
205,03	51,20
205,25	217,08
205,47	165,89
205,69	165,89
205,91	83,97
206,12	151,55
206,34	98,30
206,56	167,93
206,78	194,56
207,00	221,18
207,22	40,96
207,43	161,79
207,65	71,68
207,87	73,73
208,09	137,21
208,31	210,94
208,52	116,73
208,74	55,30
208,96	59,39
209,18	155,65
209,40	102,40
209,62	122,88
209,83	110,59
210,05	118,78
210,27	190,46
210,49	77,82
210,71	176,13
210,92	243,71
211,14	251,90
211,36	184,32
211,58	77,82
211,80	204,80
212,01	165,89
212,23	143,36
212,45	370,68
212,67	165,89
212,89	169,98
213,10	153,60
213,32	204,80
213,54	270,33
213,76	96,25
213,98	239,61
214,19	198,65
214,41	221,18
214,63	114,69
214,85	270,33
215,06	260,09
215,28	192,51
215,50	145,41
215,72	118,78
215,94	251,90
216,15	149,50
216,37	155,65
216,59	155,65
216,81	176,13
217,02	157,69
217,24	163,84
217,46	131,07
217,68	135,17
217,90	141,31
218,11	229,37
218,33	202,75
218,55	204,80
218,77	305,15
218,98	141,31
219,20	227,32
219,42	129,02
219,64	161,79
219,85	126,97
220,07	120,83
220,29	165,89
220,51	133,12
220,72	176,13
220,94	163,84
221,16	131,07
221,38	98,30
221,59	159,74
221,81	69,63
222,03	169,98
222,25	124,93
222,46	172,03
222,68	233,47
222,90	217,08
223,12	237,56
223,33	163,84
223,55	141,31
223,77	172,03
223,99	186,37
224,20	157,69
224,42	165,89
224,64	233,47
224,86	139,26
225,07	133,12
225,29	245,76
225,51	229,37
225,73	366,59
225,94	303,10
226,16	321,53
226,38	264,19
226,59	217,08
226,81	239,61
227,03	182,27
227,25	172,03
227,46	165,89
227,68	176,13
227,90	186,37
228,11	149,50
228,33	124,93
228,55	182,27
228,77	192,51
228,98	100,35
229,20	202,75
229,42	249,85
229,63	112,64
229,85	122,88
230,07	120,83
230,29	102,40
230,50	159,74
230,72	120,83
230,94	172,03
231,15	126,97
231,37	69,63
231,59	245,76
231,81	159,74
232,02	231,42
232,24	102,40
232,46	249,85
232,67	178,17
232,89	147,45
233,11	258,04
233,32	335,87
233,54	251,90
233,76	147,45
233,98	143,36
234,19	225,28
234,41	186,37
234,63	360,44
234,84	272,38
235,06	243,71
235,28	172,03
235,49	442,36
235,71	382,97
235,93	350,20
236,14	425,98
236,36	256,00
236,58	428,03
236,79	319,48
237,01	233,47
237,23	229,37
237,44	133,12
237,66	137,21
237,88	159,74
238,09	129,02
238,31	212,99
238,53	108,54
238,74	90,11
238,96	258,04
239,18	94,21
239,39	139,26
239,61	163,84
239,83	176,13
240,04	286,72
240,26	141,31
240,48	69,63
240,69	231,42
240,91	129,02
241,13	241,66
241,34	231,42
241,56	112,64
241,78	231,42
241,99	260,09
242,21	157,69
242,43	188,41
242,64	190,46
242,86	165,89
243,08	186,37
243,29	217,08
243,51	256,00
243,72	305,15
243,94	280,57
244,16	288,76
244,37	292,86
244,59	366,59
244,81	280,57
245,02	260,09
245,24	450,55
245,46	348,15
245,67	333,82
245,89	348,15
246,10	501,75
246,32	419,83
246,54	411,64
246,75	389,11
246,97	430,07
247,19	477,18
247,40	399,35
247,62	417,79
247,83	342,01
248,05	247,80
248,27	239,61
248,48	258,04
248,70	282,62
248,92	280,57
249,13	344,06
249,35	294,91
249,56	348,15
249,78	278,52
250,00	227,32
250,21	202,75
250,43	200,70
250,64	108,54
250,86	161,79
251,08	120,83
251,29	147,45
251,51	268,28
251,72	126,97
251,94	178,17
252,16	245,76
252,37	210,94
252,59	301,05
252,80	96,25
253,02	219,13
253,24	206,84
253,45	182,27
253,67	339,96
253,88	331,77
254,10	145,41
254,32	309,24
254,53	280,57
254,75	272,38
254,96	358,39
255,18	219,13
255,39	288,76
255,61	210,94
255,83	243,71
256,04	256,00
256,26	217,08
256,47	313,34
256,69	282,62
256,90	331,77
257,12	223,23
257,34	278,52
257,55	337,91
257,77	344,06
257,98	335,87
258,20	350,20
258,41	419,83
258,63	462,84
258,85	440,31
259,06	358,39
259,28	309,24
259,49	296,96
259,71	372,73
259,92	188,41
260,14	55,30
260,36	194,56
260,57	149,50
260,79	233,47
261,00	223,23
261,22	196,61
261,43	245,76
261,65	208,89
261,86	229,37
262,08	210,94
262,29	233,47
262,51	155,65
262,73	262,14
262,94	194,56
263,16	182,27
263,37	223,23
263,59	212,99
263,80	268,28
264,02	143,36
264,23	210,94
264,45	229,37
264,66	124,93
264,88	167,93
265,09	145,41
265,31	143,36
265,53	278,52
265,74	190,46
265,96	192,51
266,17	159,74
266,39	317,44
266,60	327,67
266,82	231,42
267,03	305,15
267,25	342,01
267,46	266,24
267,68	196,61
267,89	262,14
268,11	143,36
268,32	184,32
268,54	202,75
268,75	227,32
268,97	163,84
269,18	192,51
269,40	327,67
269,61	233,47
269,83	256,00
270,04	276,48
270,26	325,63
270,47	313,34
270,69	305,15
270,90	272,38
271,12	417,79
271,33	362,49
271,55	387,07
271,76	317,44
271,98	327,67
272,19	237,56
272,41	352,25
272,62	176,13
272,84	202,75
273,05	239,61
273,27	305,15
273,48	233,47
273,70	77,82
273,91	221,18
274,13	188,41
274,34	151,55
274,56	192,51
274,77	149,50
274,99	272,38
275,20	251,90
275,42	192,51
275,63	253,95
275,85	221,18
276,06	208,89
276,28	235,52
276,49	159,74
276,71	249,85
276,92	258,04
277,13	188,41
277,35	133,12
277,56	184,32
277,78	219,13
277,99	258,04
278,21	274,43
278,42	280,57
278,64	198,65
278,85	227,32
279,07	223,23
279,28	317,44
279,50	233,47
279,71	284,67
279,92	423,93
280,14	303,10
280,35	358,39
280,57	372,73
280,78	475,13
281,00	438,27
281,21	520,18
281,43	489,46
281,64	550,90
281,85	645,11
282,07	772,08
282,28	817,14
282,50	792,56
282,71	817,14
282,93	559,10
283,14	382,97
283,36	270,33
283,57	348,15
283,78	354,30
284,00	290,81
284,21	362,49
284,43	315,39
284,64	362,49
284,86	249,85
285,07	282,62
285,28	315,39
285,50	311,29
285,71	290,81
285,93	190,46
286,14	217,08
286,36	206,84
286,57	184,32
286,78	163,84
287,00	167,93
287,21	270,33
287,43	262,14
287,64	215,04
287,85	94,21
288,07	303,10
288,28	251,90
288,50	198,65
288,71	274,43
288,92	274,43
289,14	356,35
289,35	202,75
289,57	221,18
289,78	227,32
290,00	317,44
290,21	247,80
290,42	313,34
290,64	182,27
290,85	272,38
291,06	292,86
291,28	278,52
291,49	303,10
291,71	266,24
291,92	290,81
292,13	315,39
292,35	258,04
292,56	346,11
292,78	217,08
292,99	282,62
293,20	313,34
293,42	507,90
293,63	571,38
293,85	679,93
294,06	956,40
294,27	1159,15
294,49	1515,50
294,70	2099,17
294,91	2482,14
295,13	2627,54
295,34	2936,79
295,55	3049,43
295,77	3356,62
295,98	3141,58
296,20	2891,73
296,41	2752,47
296,62	2508,76
296,84	2140,13
297,05	2260,96
297,26	2367,45
297,48	2365,40
297,69	2119,65
297,90	1609,70
298,12	1124,33
298,33	704,50
298,55	544,76
298,76	395,26
298,97	403,45
299,19	382,97
299,40	456,70
299,61	339,96
299,83	270,33
300,04	366,59
300,25	249,85
300,47	350,20
300,68	475,13
300,89	516,09
301,11	436,22
301,32	419,83
301,53	370,68
301,75	333,82
301,96	258,04
302,17	303,10
302,39	305,15
302,60	290,81
302,81	231,42
303,03	301,05
303,24	331,77
303,45	270,33
303,67	251,90
303,88	313,34
304,09	227,32
304,31	278,52
304,52	208,89
304,73	272,38
304,95	264,19
305,16	276,48
305,37	288,76
305,59	280,57
305,80	344,06
306,01	354,30
306,23	458,74
306,44	471,03
306,65	423,93
306,86	483,32
307,08	495,61
307,29	720,88
307,50	694,26
307,72	706,55
307,93	804,85
308,14	741,36
308,36	743,41
308,57	763,89
308,78	727,03
308,99	987,12
309,21	1021,94
309,42	1073,14
309,63	1292,27
309,85	1421,29
310,06	1568,74
310,27	1789,92
310,48	1859,56
310,70	1988,58
310,91	2308,06
311,12	2678,74
311,34	3024,85
311,55	2883,54
311,76	2850,77
311,97	2770,90
312,19	2648,02
312,40	2693,08
312,61	3180,50
312,83	4169,66
313,04	5150,64
313,25	5271,47
313,46	5246,90
313,68	5027,76
313,89	4757,43
314,10	4331,45
314,31	3907,52
314,53	4054,98
314,74	4603,83
314,95	5324,72
315,17	6821,78
315,38	9135,99
315,59	11886,41
315,80	12447,55
316,02	11470,67
316,23	9324,40
316,44	6829,98
316,65	3930,05
316,87	2097,12
317,08	1277,93
317,29	1044,46
317,50	854,00
317,72	661,49
317,93	665,59
318,14	534,52
318,35	526,33
318,57	489,46
318,78	595,96
318,99	673,78
319,20	534,52
319,42	536,57
319,63	473,08
319,84	505,85
320,05	444,41
320,26	403,45
320,48	532,47
320,69	397,31
320,90	444,41
321,11	380,92
321,33	405,50
321,54	440,31
321,75	370,68
321,96	350,20
322,18	456,70
322,39	511,99
322,60	301,05
322,81	401,40
323,02	364,54
323,24	479,22
323,45	256,00
323,66	348,15
323,87	569,34
324,08	1050,61
324,30	1607,66
324,51	2045,92
324,72	2367,45
324,93	2277,34
325,15	2113,50
325,36	1501,16
325,57	1155,05
325,78	1112,05
325,99	1081,33
326,21	1224,69
326,42	1333,23
326,63	1482,73
326,84	1990,63
327,05	2222,05
327,26	2166,75
327,48	2613,21
327,69	2797,53
327,90	2869,20
328,11	2731,99
328,32	2555,86
328,54	2643,93
328,75	2545,63
328,96	2207,71
329,17	2258,91
329,38	2263,01
329,60	2066,40
329,81	1789,92
330,02	1646,57
330,23	1648,61
330,44	1740,77
330,65	1585,13
330,87	1572,84
331,08	1454,06
331,29	1124,33
331,50	991,22
331,71	905,20
331,92	952,31
332,14	894,96
332,35	903,15
332,56	1099,76
332,77	1222,64
332,98	1236,97
333,19	1425,39
333,41	1644,52
333,62	1812,45
333,83	1941,47
334,04	1935,33
334,25	2099,17
334,46	2193,37
334,68	2375,64
334,89	2705,37
335,10	3712,97
335,31	4880,31
335,52	6043,56
335,73	7985,03
335,94	9901,93
336,16	12304,20
336,37	15638,29
336,58	19646,16
336,79	20936,38
337,00	19941,07
337,21	17876,72
337,42	14335,78
337,64	8886,14
337,85	4972,47
338,06	3323,85
338,27	2230,24
338,48	1699,81
338,69	1263,60
338,90	933,87
339,11	862,19
339,33	798,71
339,54	792,56
339,75	739,32
339,96	753,65
340,17	632,82
340,38	591,86
340,59	528,38
340,80	507,90
341,02	487,42
341,23	538,62
341,44	501,75
341,65	405,50
341,86	485,37
342,07	507,90
342,28	380,92
342,49	444,41
342,70	487,42
342,92	391,16
343,13	358,39
343,34	511,99
343,55	419,83
343,76	450,55
343,97	477,18
344,18	460,79
344,39	481,27
344,60	493,56
344,81	366,59
345,02	505,85
345,24	491,51
345,45	432,12
345,66	493,56
345,87	550,90
346,08	548,86
346,29	581,62
346,50	620,53
346,71	462,84
346,92	561,14
347,13	405,50
347,34	526,33
347,55	522,23
347,77	567,29
347,98	645,11
348,19	761,84
348,40	722,93
348,61	737,27
348,82	917,49
349,03	1030,13
349,24	1351,66
349,45	1435,63
349,66	1697,77
349,87	1781,73
350,08	1628,14
350,29	1646,57
350,50	1425,39
350,72	1411,05
350,93	1552,36
351,14	1865,70
351,35	2164,70
351,56	2430,94
351,77	3041,23
351,98	3348,43
352,19	3946,44
352,40	4945,84
352,61	5846,95
352,82	7133,08
353,03	8658,81
353,24	9772,91
353,45	9883,50
353,66	9033,59
353,87	8497,02
354,08	7217,04
354,29	6129,57
354,50	5676,97
354,71	5597,10
354,92	5769,13
355,13	5814,18
355,35	5855,14
355,56	5957,54
355,77	7305,10
355,98	8779,64
356,19	9836,39
356,40	11011,93
356,61	12695,36
356,82	14137,13
357,03	16858,88
357,24	17696,50
357,45	17624,82
357,66	17538,80
357,87	16404,23
358,08	12914,49
358,29	9043,83
358,50	6799,26
358,71	4292,54
358,92	2664,41
359,13	1884,13
359,34	1372,14
359,55	1124,33
359,76	897,01
359,97	798,71
360,18	743,41
360,39	716,79
360,60	620,53
360,81	663,54
361,02	612,34
361,23	565,24
361,44	643,06
361,65	571,38
361,86	653,30
362,07	555,00
362,28	587,77
362,49	569,34
362,70	460,79
362,91	532,47
363,12	493,56
363,33	620,53
363,54	587,77
363,75	645,11
363,96	745,46
364,17	653,30
364,38	587,77
364,59	595,96
364,80	538,62
365,01	573,43
365,22	659,45
365,43	690,17
365,64	630,77
365,85	698,36
366,05	819,19
366,26	870,39
366,47	1030,13
366,68	1185,77
366,89	1175,53
367,10	1150,96
367,31	1173,49
367,52	919,54
367,73	735,22
367,94	620,53
368,15	653,30
368,36	573,43
368,57	622,58
368,78	645,11
368,99	690,17
369,20	790,52
369,41	1021,94
369,62	1234,93
369,83	1427,43
370,04	1671,14
370,25	2013,15
370,46	2516,95
370,66	2723,80
370,87	2404,32
371,08	2463,71
371,29	2078,69
371,50	1587,18
371,71	1173,49
371,92	980,98
372,13	911,35
372,34	925,68
372,55	897,01
372,76	1050,61
372,97	1261,55
373,18	1247,21
373,39	1488,87
373,60	1619,94
373,80	1959,91
374,01	2365,40
374,22	2680,79
374,43	3276,75
374,64	4007,87
374,85	4851,64
375,06	5699,50
375,27	5400,49
375,48	5216,18
375,69	4587,45
375,90	3438,54
376,10	2160,61
376,31	1404,91
376,52	1083,38
376,73	978,93
376,94	794,61
377,15	815,09
377,36	710,65
377,57	954,35
377,78	1060,85
377,99	1200,11
378,20	1230,83
378,40	1601,51
378,61	1824,74
378,82	2279,39
379,03	2473,95
379,24	3045,33
379,45	3461,07
379,66	4202,43
379,87	5273,52
380,08	5926,82
380,28	5679,02
380,49	5396,40
380,70	4538,30
380,91	3114,96
381,12	2095,07
381,33	1286,12
381,54	1077,23
381,75	808,95
381,95	733,17
382,16	663,54
382,37	675,83
382,58	618,49
382,79	686,07
383,00	677,88
383,21	794,61
383,41	772,08
383,62	878,58
383,83	888,82
384,04	964,59
384,25	929,78
384,46	1183,73
384,67	1222,64
384,87	1447,91
385,08	1525,74
385,29	1759,21
385,50	1757,16
385,71	1886,18
385,92	2004,96
386,13	1902,56
386,33	2039,78
386,54	1966,05
386,75	2299,87
386,96	2539,48
387,17	2832,34
387,38	2938,84
387,58	3407,82
387,79	4286,40
388,00	4986,80
388,21	5455,79
388,42	5930,92
388,63	6348,70
388,83	6404,00
389,04	6410,14
389,25	7034,77
389,46	7585,68
389,67	8591,23
389,88	9553,77
390,08	10520,42
390,29	10936,15
390,50	11794,25
390,71	14788,38
390,92	19617,49
391,13	20461,26
391,33	20799,17
391,54	19101,40
391,75	16310,02
391,96	10194,79
392,17	6164,39
392,37	4001,73
392,58	2938,84
392,79	2359,26
393,00	2271,20
393,21	1980,39
393,41	1945,57
393,62	2222,05
393,83	2256,86
394,04	2242,53
394,25	1998,82
394,45	1875,94
394,66	1464,30
394,87	1050,61
395,08	880,63
395,29	700,41
395,49	589,81
395,70	571,38
395,91	628,73
396,12	643,06
396,33	550,90
396,53	651,25
396,74	622,58
396,95	628,73
397,16	714,74
397,36	745,46
397,57	933,87
397,78	923,63
397,99	1124,33
398,20	1095,66
398,40	1392,62
398,61	1564,65
398,82	1931,23
399,03	2179,04
399,23	2770,90
399,44	2809,81
399,65	2758,61
399,86	2570,20
400,06	2060,26
400,27	1538,02
400,48	956,40
400,69	774,13
400,89	571,38
401,10	507,90
401,31	442,36
401,52	487,42
401,72	411,64
401,93	483,32
402,14	516,09
402,35	446,46
402,55	493,56
402,76	432,12
402,97	497,66
403,18	503,80
403,38	466,94
403,59	696,31
403,80	714,74
404,01	751,60
404,21	862,19
404,42	866,29
404,63	1146,86
404,84	1294,32
405,04	1300,46
405,25	1882,08
405,46	1933,28
405,66	1910,75
405,87	1949,67
406,08	1658,85
406,29	1464,30
406,49	933,87
406,70	755,70
406,91	548,86
407,12	540,66
407,32	430,07
407,53	458,75
407,74	628,73
407,94	555,00
408,15	485,37
408,36	559,10
408,57	688,12
408,77	647,16
408,98	608,25
409,19	770,04
409,39	679,93
409,60	729,08
409,81	610,29
410,01	571,38
410,22	405,50
410,43	475,13
410,64	548,86
410,84	454,65
411,05	557,05
411,26	557,05
411,46	499,70
411,67	516,09
411,88	499,70
412,08	634,87
412,29	593,91
412,50	698,36
412,70	735,22
412,91	755,70
413,12	806,90
413,32	991,22
413,53	1155,05
413,74	1216,49
413,94	1322,99
414,15	1157,10
414,36	1212,40
414,56	987,12
414,77	765,94
414,98	786,42
415,18	718,84
415,39	638,97
415,60	753,65
415,80	837,62
416,01	970,74
416,22	995,31
416,42	989,17
416,63	1136,62
416,84	1034,22
417,04	1167,34
417,25	1048,56
